PreownedWarrantyEligibility,UsedVehiclePrice,TitleStatus,Vin,TitleSubStatus,ConfigId,Wheel,Discount,VehicleMapId,AutoPilot,Range,isPremium,Paint,OptionCodeListWithPrice,Roof,isFirstRegistrationDate,DriveTrain,Badge,Year,DestinationHandlingFee,Battery,Odometer,isPanoramic,OptionCodeList,Decor,isAutopilot,ModelVariant,MetroId,OdometerType,Model,TradeInType,VehicleStatus,isFixedGlassRoof,OwnerShipTransferCount
Pre-Owned Extended,44500,USED,5YJSA1CN4DFP21982,,141434,WTSP,,1127607,DA00,BR00,False,PBCW,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU00|INCLUDED|0;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CH00|INCLUDED|0;PBCW|INCLUDED|0;CW01|OPTIONAL|750;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDPB|INCLUDED|0;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMB|OPTIONAL|1500;RFBK|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3500;TR00|INCLUDED|0;UTMF|INCLUDED|0;WTSP|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X009|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X031|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFBK,False,DV2W,85,2013,,BT85,58165,False,"RENA,AD02,AF00,AU00,BC0B,BP00,BR00,BS00,BT85,CH00,PBCW,CW01,DA00,DRLH,DV2W,FG01,HP00,IDPB,IX00,LP00,PA00,PF00,PK01,PS01,PX00,QPMB,RFBK,SC01,SP00,SU00,TM00,TP01,TR00,UTMF,WTSP,WTX0,X001,X003,X007,X009,X011,X014,X021,X025,X027,X031,YF00,MDLS",IDPB,False,ms,0,MILES,MODEL_S,,Financially delivered,False,
Pre-Owned Extended,45000,USED,5YJSA1DN2CFS00160,Previous service/demo vehicle,51735,WT19,,1043386,DA00,BR00,False,PBSB,MS01|STANDARD|95400;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|INCLUDED|0;BT85|INCLUDED|0;CH01|INCLUDED|0;PBSB|INCLUDED|0;DRLH|INCLUDED|0;HP00|INCLUDED|0;IDOG|INCLUDED|0;ISMB|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PS01|INCLUDED|0;RFBC|INCLUDED|0;SC01|INCLUDED|0;SU01|INCLUDED|0;TM02|INCLUDED|0;TP01|INCLUDED|0;TR00|INCLUDED|0;WT19|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X020|INCLUDED|0;X025|INCLUDED|0,RFBC,False,DV2W,85,2012,,BT85,56135,False,"MS01,RENA,AD02,AU01,BT85,CH01,PBSB,DRLH,HP00,IDOG,ISMB,PA00,PF00,PS01,RFBC,SC01,SU01,TM02,TP01,TR00,WT19,X001,X003,X007,X011,X013,X020,X025",IDOG,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,45000,USED,5YJSA1DN2CFP01887,Previous service/demo vehicle,70425,WT21,,889571,DA00,BR00,False,PBSB,MS01|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|950;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CH01|OPTIONAL|1500;PBSB|INCLUDED|0;CW00|INCLUDED|0;DRLH|INCLUDED|0;HP00|INCLUDED|0;IDPB|INCLUDED|0;IPMT|OPTIONAL|1500;PA00|INCLUDED|0;PF00|INCLUDED|0;PK00|INCLUDED|0;PS01|INCLUDED|0;RFBC|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|1500;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;WT21|OPTIONAL|3500;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X037|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X020|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X031|INCLUDED|0;YF00|INCLUDED|0,RFBC,False,DV2W,85,2012,,BT85,55382,False,"MS01,RENA,AD02,AU01,BS00,BT85,CH01,PBSB,CW00,DRLH,HP00,IDPB,IPMT,PA00,PF00,PK00,PS01,RFBC,SC01,SP00,SU01,TM00,TP01,TR00,WT21,X001,X003,X007,X037,X011,X013,X020,X025,X027,X031,YF00",IDPB,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,45000,USED,5YJSA1CG1DFP17521,,135531,WT19,,1132839,DA00,BR00,False,PPSW,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|950;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT60|INCLUDED|0;CH00|INCLUDED|0;PPSW|OPTIONAL|1500;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG00|INCLUDED|0;HP00|INCLUDED|0;IDPB|INCLUDED|0;IPBT|INCLUDED|0;LP01|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK00|INCLUDED|0;PS01|INCLUDED|0;RFPO|OPTIONAL|1500;SC01|OPTIONAL|2000;SP00|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT19|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X009|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X020|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X031|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFPO,False,DV2W,60,2013,,BT60,36007,True,"RENA,AD02,AF00,AU01,BC0B,BP00,BR00,BS00,BT60,CH00,PPSW,CW00,DA00,DRLH,DV2W,FG00,HP00,IDPB,IPBT,LP01,PA00,PF00,PK00,PS01,RFPO,SC01,SP00,SU00,TM00,TP01,TR00,UTMF,WT19,X001,X003,X007,X009,X011,X013,X020,X025,X027,X031,YF00,MDLS",IDPB,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,45000,USED,5YJSA1CN3DFP21617,,141976,WT21,,1036213,DA00,BR00,False,PMSS,MS02|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CH00|INCLUDED|0;PMSS|OPTIONAL|750;CW00|INCLUDED|0;DRLH|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDLW|OPTIONAL|650;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMB|OPTIONAL|1500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3500;TR00|INCLUDED|0;UTAW|OPTIONAL|1500;WT21|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X037|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X031|INCLUDED|0;YF00|INCLUDED|0,RFPO,False,DV2W,85,2013,,BT85,82437,True,"MS02,RENA,AD02,AU01,BS00,BT85,CH00,PMSS,CW00,DRLH,FG01,HP00,IDLW,IX00,LP00,PA00,PF00,PK01,PS01,PX00,QPMB,RFPO,SC01,SP00,SU01,TM00,TP01,TR00,UTAW,WT21,WTX0,X001,X003,X007,X037,X011,X013,X021,X025,X027,X031,YF00",IDLW,False,ms,0,MILES,MODEL_S,,Ready for transport to SC,False,
Pre-Owned,45000,USED,5YJSA1S11EFP36908,,11375048,WT19,,1074833,DA00,BR00,False,PBSB,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU00|INCLUDED|0;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT60|INCLUDED|0;CH00|INCLUDED|0;PBSB|INCLUDED|0;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;IDPB|INCLUDED|0;IX00|INCLUDED|0;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PF00|INCLUDED|0;PK00|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMT|OPTIONAL|1500;RFBC|INCLUDED|0;SC01|OPTIONAL|2000;SP00|INCLUDED|0;SR01|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT19|INCLUDED|0;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFBC,False,DV2W,60,2014,,BT60,38919,False,"RENA,AD02,AF00,AU00,BC0B,BP00,BR00,BS00,BT60,CH00,PBSB,CW00,DA00,DRLH,DV2W,FG02,HP00,IDPB,IX00,LP01,PA00,PF00,PK00,PS01,PX00,QPMT,RFBC,SC01,SP00,SR01,SU00,TM00,TP01,TR00,UTMF,WT19,WTX0,X001,X003,X007,X011,X014,X021,X025,X027,X028,X031,X037,YF00,MDLS",IDPB,False,ms,0,MILES,MODEL_S,,In-garage delivered,False,
Pre-Owned,45000,USED,5YJSA1S17EFP41448,,11376713,WT19,,1132258,DA00,BR00,False,PMTG,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU00|INCLUDED|0;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT60|INCLUDED|0;CH00|INCLUDED|0;PMTG|OPTIONAL|750;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDHG|OPTIONAL|650;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMG|OPTIONAL|1500;RFBC|INCLUDED|0;SC01|OPTIONAL|2000;SP00|INCLUDED|0;SR01|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT19|INCLUDED|0;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFBC,False,DV2W,60,2014,,BT60,49967,False,"RENA,AD02,AF00,AU00,BC0B,BP00,BR00,BS00,BT60,CH00,PMTG,CW00,DA00,DRLH,DV2W,FG01,HP00,IDHG,IX00,LP00,PA00,PF00,PK01,PS01,PX00,QPMG,RFBC,SC01,SP00,SR01,SU00,TM00,TP01,TR00,UTMF,WT19,WTX0,X001,X003,X007,X011,X014,X021,X025,X027,X028,X031,X037,YF00,MDLS",IDHG,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,45000,USED,5YJSA1H17EFP52750,Previous service/demo vehicle,11399892,WT19,,1126741,DA00,BR00,False,PMNG,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU00|INCLUDED|0;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CDM0|INCLUDED|0;CH00|INCLUDED|0;PMNG|OPTIONAL|750;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DSH5|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDHM|OPTIONAL|650;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMG|OPTIONAL|1500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT19|INCLUDED|0;WTX1|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFPO,False,DV2W,85,2014,,BT85,64787,True,"RENA,AD02,AF00,AU00,BC0B,BP00,BR00,BS00,BT85,CDM0,CH00,PMNG,CW00,DA00,DRLH,DSH5,DV2W,FG01,HP00,IDHM,IX00,LP00,PA00,PF00,PK01,PS01,PX00,QPMG,RFPO,SC01,SP00,SR01,SU00,TM00,TP01,TR00,UTMF,WT19,WTX1,X001,X003,X007,X011,X014,X021,X025,X027,X028,X031,X037,YF00,MDLS",IDHM,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,45400,USED,5YJSA1AG8DFP11024,,89693,WT19,,1114895,DA00,BR00,False,PPMR,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU00|INCLUDED|0;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BT60|INCLUDED|0;CH00|INCLUDED|0;PPMR|OPTIONAL|1500;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG00|INCLUDED|0;HP00|INCLUDED|0;IDOG|INCLUDED|0;IPMG|OPTIONAL|1500;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PS01|INCLUDED|0;RFPO|OPTIONAL|1500;SC01|OPTIONAL|2000;SU01|OPTIONAL|1500;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT19|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X020|INCLUDED|0;X025|INCLUDED|0;MDLS|OPTIONAL|67400,RFPO,False,DV2W,60,2013,,BT60,24017,True,"RENA,AD02,AF00,AU00,BC0B,BP00,BR00,BT60,CH00,PPMR,CW00,DA00,DRLH,DV2W,FG00,HP00,IDOG,IPMG,LP00,PA00,PF00,PS01,RFPO,SC01,SU01,TM00,TP01,TR00,UTMF,WT19,X001,X003,X007,X011,X014,X020,X025,MDLS",IDOG,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,46000,USED,5YJSA1DN1DFP27110,,11357232,WT19,,942640,DA00,BR00,False,PPSW,MS02|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU00|INCLUDED|0;BC0B|INCLUDED|0;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CH01|INCLUDED|0;PPSW|OPTIONAL|1500;CW00|INCLUDED|0;DRLH|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDOM|OPTIONAL|650;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK00|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMT|OPTIONAL|1500;RFBC|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT19|INCLUDED|0;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X037|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;YF00|INCLUDED|0,RFBC,False,DV2W,85,2013,,BT85,52121,False,"MS02,RENA,AD02,AU00,BC0B,BS00,BT85,CH01,PPSW,CW00,DRLH,FG01,HP00,IDOM,IX00,LP00,PA00,PF00,PK00,PS01,PX00,QPMT,RFBC,SC01,SP00,SU01,TM00,TP01,TR00,UTMF,WT19,WTX0,X001,X003,X007,X037,X011,X014,X021,X025,X027,X028,X031,YF00",IDOM,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,46000,USED,5YJSA1H11EFP51044,Previous service/demo vehicle,11398033,WT19,,1037647,DA00,BR00,False,PMNG,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU00|INCLUDED|0;BC0B|INCLUDED|0;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CDM0|INCLUDED|0;CH00|INCLUDED|0;PMNG|OPTIONAL|750;CW00|INCLUDED|0;DRLH|INCLUDED|0;DSH7|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDHG|OPTIONAL|650;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMG|OPTIONAL|1500;RFBC|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|OPTIONAL|1500;WT19|INCLUDED|0;WTX1|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0,RFBC,False,DV2W,85,2014,,BT85,59128,False,"MS03,RENA,AD02,AU00,BC0B,BS00,BT85,CDM0,CH00,PMNG,CW00,DRLH,DSH7,DV2W,FG01,HP00,IDHG,IX00,LP00,PA00,PF00,PK01,PS01,PX00,QPMG,RFBC,SC01,SP00,SR01,SU00,TM00,TP01,TR00,UTAW,WT19,WTX1,X001,X003,X007,X011,X014,X021,X025,X027,X028,X031,X037,YF00",IDHG,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,46500,USED,5YJSA1DN9CFP01272,Previous service/demo vehicle,48836,WT19,,240973,DA00,BR00,False,PMSG,MS01|STANDARD|67400;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|950;BT85|OPTIONAL|10000;CH01|OPTIONAL|1500;PMSG|OPTIONAL|750;DRLH|INCLUDED|0;HP00|INCLUDED|0;IDOM|INCLUDED|0;IPMB|OPTIONAL|1500;PA00|INCLUDED|0;PF00|INCLUDED|0;PS01|INCLUDED|0;RFBC|INCLUDED|0;SC01|INCLUDED|0;SU01|OPTIONAL|1500;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;WT19|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X020|INCLUDED|0;X025|INCLUDED|0,RFBC,False,DV2W,85,2012,,BT85,30609,False,"MS01,RENA,AD02,AU01,BT85,CH01,PMSG,DRLH,HP00,IDOM,IPMB,PA00,PF00,PS01,RFBC,SC01,SU01,TM00,TP01,TR00,WT19,X001,X003,X007,X011,X013,X020,X025",IDOM,False,ms,0,MILES,MODEL_S,,Pre-Owned Inspection Complete,False,
Pre-Owned,46500,USED,5YJSA1CG4DFP14855,,130628,WT21,,1114631,DA00,BR00,False,PMTG,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|950;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT60|INCLUDED|0;CH00|INCLUDED|0;PMTG|OPTIONAL|750;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG00|INCLUDED|0;HP00|INCLUDED|0;IDOG|INCLUDED|0;IPMB|OPTIONAL|1500;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK00|INCLUDED|0;PS01|INCLUDED|0;RFBK|INCLUDED|0;SC01|OPTIONAL|2000;SP00|INCLUDED|0;SU01|OPTIONAL|1500;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT21|OPTIONAL|3500;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X009|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X020|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X031|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFBK,False,DV2W,60,2013,,BT60,43118,False,"RENA,AD02,AF00,AU01,BC0B,BP00,BR00,BS00,BT60,CH00,PMTG,CW00,DA00,DRLH,DV2W,FG00,HP00,IDOG,IPMB,LP00,PA00,PF00,PK00,PS01,RFBK,SC01,SP00,SU01,TM00,TP01,TR00,UTMF,WT21,X001,X003,X007,X009,X011,X013,X020,X025,X027,X031,YF00,MDLS",IDOG,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,46500,USED,5YJSA1S17EFP29901,,11361962,WTTB,,1038679,DA00,BR00,False,PMTG,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU00|INCLUDED|0;BC0B|INCLUDED|0;BS00|INCLUDED|0;BT60|INCLUDED|0;CH00|INCLUDED|0;PMTG|OPTIONAL|750;CW01|OPTIONAL|750;DRLH|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDPB|INCLUDED|0;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMG|OPTIONAL|1500;RFPO|OPTIONAL|2500;SC01|OPTIONAL|2000;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WTTB|OPTIONAL|2500;WTX1|OPTIONAL|1000;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF01|INCLUDED|0,RFPO,False,DV2W,60,2014,,BT60,57950,True,"MS03,RENA,AD02,AU00,BC0B,BS00,BT60,CH00,PMTG,CW01,DRLH,FG01,HP00,IDPB,IX00,LP00,PA00,PF00,PK01,PS01,PX00,QPMG,RFPO,SC01,SP00,SU01,TM00,TP01,TR00,UTMF,WTTB,WTX1,X001,X003,X007,X011,X014,X021,X025,X027,X028,X031,X037,YF01",IDPB,False,ms,0,MILES,MODEL_S,,Pre-Owned Inspection In-Progress,False,
Pre-Owned,46500,USED,5YJSA1S17EFP44222,,11386654,WT19,,1130941,DA00,BR00,False,PMTG,RENA|INCLUDED|0;AD02|INCLUDED|0;AF01|INCLUDED|0;AU00|INCLUDED|0;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT60|INCLUDED|0;CH00|INCLUDED|0;PMTG|OPTIONAL|750;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDPB|INCLUDED|0;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK00|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMB|OPTIONAL|1500;RFPO|OPTIONAL|2500;SC01|OPTIONAL|2000;SP00|INCLUDED|0;SR01|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT19|INCLUDED|0;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFPO,False,DV2W,60,2014,,BT60,45904,True,"RENA,AD02,AF01,AU00,BC0B,BP00,BR00,BS00,BT60,CH00,PMTG,CW00,DA00,DRLH,DV2W,FG01,HP00,IDPB,IX00,LP00,PA00,PF00,PK00,PS01,PX00,QPMB,RFPO,SC01,SP00,SR01,SU00,TM00,TP01,TR00,UTMF,WT19,WTX0,X001,X003,X007,X011,X014,X021,X025,X027,X028,X031,X037,YF00,MDLS",IDPB,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,47000,USED,5YJSA1CN4CFP02492,Previous service/demo vehicle,70661,WT19,,934245,DA00,BR00,False,PMSS,MS01|STANDARD|67400;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|950;BT85|OPTIONAL|10000;CH00|INCLUDED|0;PMSS|OPTIONAL|750;DRLH|INCLUDED|0;HP00|INCLUDED|0;IDPB|INCLUDED|0;IPMG|OPTIONAL|1500;PA00|INCLUDED|0;PF00|INCLUDED|0;PS01|INCLUDED|0;RFPO|OPTIONAL|1500;SC01|INCLUDED|0;SU01|OPTIONAL|1500;TM00|INCLUDED|0;TP00|INCLUDED|0;TR00|INCLUDED|0;WT19|INCLUDED|0;X002|INCLUDED|0;X004|INCLUDED|0;X008|INCLUDED|0;X012|INCLUDED|0;X013|INCLUDED|0;X020|INCLUDED|0;X025|INCLUDED|0,RFPO,False,DV2W,85,2012,,BT85,19026,True,"MS01,RENA,AD02,AU01,BT85,CH00,PMSS,DRLH,HP00,IDPB,IPMG,PA00,PF00,PS01,RFPO,SC01,SU01,TM00,TP00,TR00,WT19,X002,X004,X008,X012,X013,X020,X025",IDPB,False,ms,0,MILES,MODEL_S,,Tesla Fleet Use,False,
